> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
SKIPPED: 2026-07-01T09:02+05:30 | 4821 | CREDIT | 45000.00 | SALARY CREDIT | fingerprint=false store=true
SKIPPED: 2026-07-30T17:12+05:30 | 9075 | DEBIT | 30.00 | UPI/CHAIWALA | fingerprint=true store=true
SKIPPED: 2026-07-30T17:28+05:30 | 9075 | DEBIT | 90.00 | UPI/VEGETABLE VENDOR | fingerprint=true store=true
SKIPPED: 2026-07-30T20:11+05:30 | 4821 | DEBIT | 154.49 | SPOTIFY IND | fingerprint=true store=true
SKIPPED: 2026-07-30T21:06+05:30 | 4821 | DEBIT | 5555.55 | UBER INDIA | fingerprint=true store=true
SKIPPED: 2026-07-30T21:43+05:30 | 9075 | DEBIT | 45.50 | UPI/TEA STALL | fingerprint=true store=true
SKIPPED: 2026-07-31T11:41+05:30 | 3310 | DEBIT | 47.33 | APOLLO PHARMACY | fingerprint=true store=true
UNPARSED: id=m-00435-f6ea00 | channel=sms | sender=AX-SWGGYX | body=Your Swiggy order is on the way! Rahul is 5 mins away.
SKIPPED: 2026-07-31T14:13+05:30 | 4821 | DEBIT | 30.00 | UPI/STATIONERY | fingerprint=true store=true
SKIPPED: 2026-07-31T14:47+05:30 | 4821 | DEBIT | 675.67 | IRCTC | fingerprint=true store=true
SKIPPED: 2026-07-31T20:27+05:30 | 4821 | DEBIT | 99.99 | IRCTC | fingerprint=true store=true
SKIPPED: 2026-07-31T22:36+05:30 | 4821 | DEBIT | 5555.55 | RELIANCE SMART | fingerprint=true store=true
SKIPPED: 2026-08-01T09:02+05:30 | 4821 | CREDIT | 45000.00 | SALARY CREDIT | fingerprint=true store=true
SKIPPED: 2026-08-01T12:55+05:30 | 4821 | DEBIT | 154.49 | MYNTRA | fingerprint=true store=true
SKIPPED: 2026-08-01T14:06+05:30 | 4821 | DEBIT | 1249.99 | RELIANCE SMART | fingerprint=true store=true
SKIPPED: 2026-08-01T14:21+05:30 | 4821 | DEBIT | 5000.00 | IMPS/P2A/PARAG KAPOOR | fingerprint=true store=true
SKIPPED: 2026-08-01T14:22+05:30 | 9075 | CREDIT | 5000.00 | IMPS/P2A/PARAG KAPOOR | fingerprint=true store=true
SKIPPED: 2026-08-01T18:42+05:30 | 9075 | DEBIT | 20.00 | UPI/CHAIWALA | fingerprint=true store=true
SKIPPED: 2026-08-01T20:06+05:30 | 4821 | DEBIT | 20.00 | UPI/CHAIWALA | fingerprint=true store=true
SKIPPED: 2026-08-01T20:16+05:30 | 9075 | DEBIT | 5555.55 | MYNTRA | fingerprint=true store=true
SKIPPED: 2026-08-01T21:14+05:30 | 9075 | CREDIT | 18000.00 | NEFT INWARD SELF | fingerprint=true store=true
SKIPPED: 2026-08-02T08:11+05:30 | 4821 | CREDIT | 1899.67 | SALARY CREDIT | fingerprint=true store=true
SKIPPED: 2026-08-02T13:42+05:30 | 4821 | DEBIT | 25.00 | UPI/BARBER | fingerprint=true store=true
SKIPPED: 2026-08-02T13:46+05:30 | 4821 | DEBIT | 99.99 | SWIGGY | fingerprint=true store=true
SKIPPED: 2026-08-02T13:55+05:30 | 4821 | CREDIT | 212.67 | CASHBACK | fingerprint=true store=true
SKIPPED: 2026-08-03T08:07+05:30 | 9075 | DEBIT | 1999.01 | INDIAN OIL | fingerprint=true store=true
UNPARSED: id=m-00454-738f32 | channel=sms | sender=AD-HDFCBK-S | body=Avl Bal in a/c **9075 is Rs.63,353.46 as on 03-08-26. Download HDFC Bank MobileBanking app.
SKIPPED: 2026-08-03T16:43+05:30 | 4821 | DEBIT | 10.00 | UPI/PAN SHOP | fingerprint=true store=true
SKIPPED: 2026-08-03T19:56+05:30 | 4821 | DEBIT | 1111.11 | APOLLO PHARMACY | fingerprint=true store=true
SKIPPED: 2026-08-03T20:10+05:30 | 9075 | DEBIT | 89.01 | NETFLIX | fingerprint=true store=true
SKIPPED: 2026-08-04T10:59+05:30 | 3310 | DEBIT | 3333.33 | SWIGGY | fingerprint=true store=true
SKIPPED: 2026-08-04T17:26+05:30 | 4821 | DEBIT | 2499.50 | AMAZON PAY | fingerprint=true store=true
UNPARSED: id=m-00460-76fae3 | channel=sms | sender=AD-HDFCBK-S | body=541027 is your OTP for txn of Rs.6214.00 on HDFC Bank Card. Valid for 5 min. Do not share with anyone.
SKIPPED: 2026-08-04T19:50+05:30 | 4821 | DEBIT | 30.00 | UPI/MILK BOOTH | fingerprint=true store=true
SKIPPED: 2026-08-04T22:36+05:30 | 4821 | DEBIT | 333.33 | INDIAN OIL | fingerprint=true store=true
SKIPPED: 2026-08-05T07:51+05:30 | 9075 | DEBIT | 25.00 | UPI/VEGETABLE VENDOR | fingerprint=true store=true
SKIPPED: 2026-08-05T10:01+05:30 | 9075 | DEBIT | 15.00 | UPI/TEA STALL | fingerprint=true store=true
SKIPPED: 2026-08-05T10:41+05:30 | 9075 | DEBIT | 100.00 | UPI/AUTO RICKSHAW | fingerprint=true store=true
UNPARSED: id=m-00466-8e183a | channel=sms | sender=AD-HDFCBK-S | body=Avl Bal in a/c **9075 is Rs.63,124.45 as on 05-08-26. Download HDFC Bank MobileBanking app.
SKIPPED: 2026-08-05T17:12+05:30 | 4821 | DEBIT | 89.01 | SPOTIFY IND | fingerprint=true store=true
SKIPPED: 2026-08-05T22:42+05:30 | 9075 | DEBIT | 99.99 | BLINKIT | fingerprint=true store=true
SKIPPED: 2026-08-06T08:27+05:30 | 9075 | DEBIT | 899.99 | INDIAN OIL | fingerprint=true store=true
SKIPPED: 2026-08-06T09:36+05:30 | 9075 | DEBIT | 30.00 | UPI/WATER CAN | fingerprint=true store=true
SKIPPED: 2026-08-06T16:18+05:30 | 4821 | DEBIT | 22.50 | UPI/PARKING | fingerprint=true store=true
SKIPPED: 2026-08-06T16:37+05:30 | 4821 | DEBIT | 12.50 | UPI/CHAIWALA | fingerprint=true store=true
SKIPPED: 2026-08-06T16:50+05:30 | 9075 | DEBIT | 76.49 | DMART | fingerprint=true store=true
UNPARSED: id=m-00474-88713c | channel=sms | sender=AX-SWGGYX | body=Your Swiggy order is on the way! Rahul is 5 mins away.
SKIPPED: 2026-08-06T20:08+05:30 | 9075 | DEBIT | 47.33 | INDIAN OIL | fingerprint=true store=true
SKIPPED: 2026-08-07T09:04+05:30 | 4821 | DEBIT | 99.99 | INDIAN OIL | fingerprint=true store=true
SKIPPED: 2026-08-07T14:37+05:30 | 9075 | DEBIT | 20.00 | UPI/CHAIWALA | fingerprint=true store=true
SKIPPED: 2026-08-07T15:28+05:30 | 9075 | DEBIT | 3500.00 | IMPS/P2A/PARAG KAPOOR | fingerprint=true store=true
SKIPPED: 2026-08-07T15:30+05:30 | 4821 | CREDIT | 3500.00 | IMPS/P2A/PARAG KAPOOR | fingerprint=true store=true
UNPARSED: id=m-00480-05059c | channel=sms | sender=AX-SWGGYX | body=Your Swiggy order is on the way! Rahul is 5 mins away.
SKIPPED: 2026-08-07T18:40+05:30 | 9075 | DEBIT | 675.67 | ZOMATO | fingerprint=true store=true
SKIPPED: 2026-08-07T20:08+05:30 | 9075 | DEBIT | 66.67 | UPI/VEGETABLE VENDOR | fingerprint=true store=true
SKIPPED: 2026-08-07T20:26+05:30 | 4821 | DEBIT | 3333.33 | DMART | fingerprint=true store=true
SKIPPED: 2026-08-07T22:45+05:30 | 4821 | CREDIT | 212.67 | UPI/P2P/REFUND | fingerprint=true store=true
SKIPPED: 2026-08-08T13:05+05:30 | 4821 | DEBIT | 675.67 | AMAZON PAY | fingerprint=true store=true
SKIPPED: 2026-08-08T15:05+05:30 | 4821 | DEBIT | 2499.50 | RELIANCE SMART | fingerprint=true store=true
UNPARSED: id=m-00487-e01f8a | channel=sms | sender=AD-HDFCBK-S | body=784544 is your OTP for txn of Rs.5850.00 on HDFC Bank Card. Valid for 5 min. Do not share with anyone.
SKIPPED: 2026-08-08T19:05+05:30 | 9075 | DEBIT | 50.00 | UPI/TEA STALL | fingerprint=true store=true
SKIPPED: 2026-08-08T20:17+05:30 | 4821 | DEBIT | 2499.50 | SWIGGY | fingerprint=true store=true
SKIPPED: 2026-08-08T21:19+05:30 | 4821 | DEBIT | 1234.56 | AMAZON PAY | fingerprint=true store=true
SKIPPED: 2026-08-09T09:50+05:30 | 9075 | DEBIT | 75.00 | UPI/AUTO RICKSHAW | fingerprint=true store=true
SKIPPED: 2026-08-09T18:04+05:30 | 9075 | DEBIT | 2499.50 | SWIGGY | fingerprint=true store=true
SKIPPED: 2026-08-09T18:08+05:30 | 3310 | DEBIT | 899.99 | BLINKIT | fingerprint=true store=true
SKIPPED: 2026-08-09T20:44+05:30 | 9075 | DEBIT | 45.50 | UPI/XEROX | fingerprint=true store=true
SKIPPED: 2026-08-09T21:59+05:30 | 4821 | DEBIT | 25.00 | UPI/BARBER | fingerprint=true store=true
SKIPPED: 2026-08-10T11:11+05:30 | 9075 | DEBIT | 218.51 | ZOMATO | fingerprint=true store=true
SKIPPED: 2026-08-10T12:30+05:30 | 4821 | DEBIT | 1249.99 | UBER INDIA | fingerprint=true store=true
SKIPPED: 2026-08-10T19:24+05:30 | 4821 | DEBIT | 100.00 | UPI/VEGETABLE VENDOR | fingerprint=true store=true
SKIPPED: 2026-08-10T21:30+05:30 | 9075 | DEBIT | 2499.50 | ZOMATO | fingerprint=true store=true
SKIPPED: 2026-08-10T21:53+05:30 | 3310 | DEBIT | 899.99 | BIGBASKET | fingerprint=true store=true
SKIPPED: 2026-08-11T09:09+05:30 | 4821 | DEBIT | 15.00 | UPI/WATER CAN | fingerprint=true store=true
SKIPPED: 2026-08-11T10:00+05:30 | 4821 | DEBIT | 66.67 | UPI/CHAIWALA | fingerprint=true store=true
UNPARSED: id=m-00503-d7ff80 | channel=sms | sender=AD-HDFCBK-S | body=843106 is your OTP for txn of Rs.7806.00 on HDFC Bank Card. Valid for 5 min. Do not share with anyone.
SKIPPED: 2026-08-11T13:23+05:30 | 4821 | CREDIT | 212.67 | SALARY CREDIT | fingerprint=true store=true
SKIPPED: 2026-08-11T15:46+05:30 | 4821 | DEBIT | 899.99 | BLINKIT | fingerprint=true store=true
SKIPPED: 2026-08-11T22:42+05:30 | 4821 | DEBIT | 18.00 | UPI/PARKING | fingerprint=true store=true
SKIPPED: 2026-08-12T08:40+05:30 | 9075 | DEBIT | 99.99 | APOLLO PHARMACY | fingerprint=true store=true
SKIPPED: 2026-08-12T12:52+05:30 | 9075 | DEBIT | 80.00 | UPI/XEROX | fingerprint=true store=true
SKIPPED: 2026-08-12T13:33+05:30 | 4821 | DEBIT | 99.00 | UPI/XEROX | fingerprint=true store=true
SKIPPED: 2026-08-12T17:03+05:30 | 9075 | DEBIT | 789.01 | SPOTIFY IND | fingerprint=true store=true
SKIPPED: 2026-08-12T17:44+05:30 | 4821 | DEBIT | 218.51 | MYNTRA | fingerprint=true store=true
SKIPPED: 2026-08-12T19:59+05:30 | 3310 | DEBIT | 62.67 | BIGBASKET | fingerprint=true store=true
SKIPPED: 2026-08-13T11:28+05:30 | 9075 | DEBIT | 62.67 | PVR CINEMAS | fingerprint=true store=true
SKIPPED: 2026-08-13T12:30+05:30 | 9075 | DEBIT | 60.00 | UPI/XEROX | fingerprint=true store=true
SKIPPED: 2026-08-13T13:10+05:30 | 4821 | DEBIT | 89.01 | AMAZON PAY | fingerprint=true store=true
SKIPPED: 2026-08-13T14:18+05:30 | 4821 | DEBIT | 75.00 | UPI/MILK BOOTH | fingerprint=true store=true
SKIPPED: 2026-08-13T17:16+05:30 | 4821 | DEBIT | 129.67 | AMAZON PAY | fingerprint=true store=true
SKIPPED: 2026-08-13T21:00+05:30 | 9075 | DEBIT | 18.00 | UPI/MILK BOOTH | fingerprint=true store=true
SKIPPED: 2026-08-14T09:05+05:30 | 4821 | DEBIT | 66.67 | UPI/PAN SHOP | fingerprint=true store=true
SKIPPED: 2026-08-14T17:08+05:30 | 4821 | DEBIT | 1111.11 | NETFLIX | fingerprint=true store=true
SKIPPED: 2026-08-14T18:35+05:30 | 4821 | CREDIT | 99.01 | NEFT INWARD | fingerprint=true store=true
SKIPPED: 2026-08-14T20:10+05:30 | 4821 | DEBIT | 20.00 | UPI/WATER CAN | fingerprint=true store=true
Stats[messagesRead=522, transactionsWritten=0, messagesSkipped=522]
ledger rows: 272

BUILD SUCCESSFUL in 910ms
2 actionable tasks: 1 executed, 1 up-to-date
Consider enabling configuration cache to speed up this build: https://docs.gradle.org/9.7.1/userguide/configuration_cache_enabling.html
